Basic - Area,Basic - Perimeter,Basic - Circularity,Curve - Max Dff,Curve - Duration 50% to 50%,Curve - Duration 10% to 10%,Curve - Rising duration 10% to 90%,Curve - Decaying duration 90% to 10%,Curve - dat AUC,Curve - dff AUC,Curve - Decay tau,Propagation - onset - overall,Propagation - offset - overall,Network - Temporal density,Network - Temporal density with similar size only,Network - Spatial density,cell - event average distance - landmark,cell - event minimum distance - landmark,cell - event toward landmark - landmark,cell - event away from landmark - landmark,Source,Path
0.532593,2.719782,1.105255977,7.290668436,2.62,7.86,2.62,5.24,0.34209919,15.51226925,1.373435158,0.0177,0.0177,12,6,7,8.942022588,8.865915689,0,0,Ki67,\\sag-granule\alina\1 NSC Ca activity\2-photon\1 Descriptive_sources\4i data\2021_09_13\20210913_13_54_31_GFAP_GCaMP6f_P2_mcherry_slice1_P\20210913_14_04_45_GFAP_GCaMP6f_P2_mcherry_slice1\processed\cell1.xls
1.190502,5.455671,1.989556844,3.390566342,5.24,13.1,3.93,7.86,0.437254965,12.27483349,4.892632337,0.033050216,0,3,1,6,6.77473136,6.77473136,0,0,Ki67,\\sag-granule\alina\1 NSC Ca activity\2-photon\1 Descriptive_sources\4i data\2021_09_13\20210913_13_54_31_GFAP_GCaMP6f_P2_mcherry_slice1_P\20210913_14_04_45_GFAP_GCaMP6f_P2_mcherry_slice1\processed\cell1.xls
1.159173,7.712952,4.083975579,3.806522754,5.24,9.17,1.31,7.86,0.513513565,9.149590973,4.305560517,0,0,14,4,7,9.19037453,9.19037453,0,0,Ki67,\\sag-granule\alina\1 NSC Ca activity\2-photon\1 Descriptive_sources\4i data\2021_09_13\20210913_13_54_31_GFAP_GCaMP6f_P2_mcherry_slice1_P\20210913_14_04_45_GFAP_GCaMP6f_P2_mcherry_slice1\processed\cell1.xls
0.532593,3.000858,1.345505794,9.695169823,9.17,30.13,18.34,10.48,1.801614881,134.3876933,10.49692475,0.036242857,0.077542857,12,6,13,8.212430746,8.143923686,0.05545233,0.288352116,Ki67,\\sag-granule\alina\1 NSC Ca activity\2-photon\1 Descriptive_sources\4i data\2021_09_13\20210913_13_54_31_GFAP_GCaMP6f_P2_mcherry_slice1_P\20210913_14_04_45_GFAP_GCaMP6f_P2_mcherry_slice1\processed\cell1.xls
0.375948,3.082809,2.011664693,1.854976014,2.62,9.17,1.31,7.86,1.41307199,10.18631036,5.266043049,0,0,10,2,12,7.334295672,7.334295672,0,0,Ki67,\\sag-granule\alina\1 NSC Ca activity\2-photon\1 Descriptive_sources\4i data\2021_09_13\20210913_13_54_31_GFAP_GCaMP6f_P2_mcherry_slice1_P\20210913_14_04_45_GFAP_GCaMP6f_P2_mcherry_slice1\processed\cell1.xls
0.657909,3.997722,1.933078492,6.060237606,10.48,78.6,65.5,13.1,2.183567047,93.01266635,8.537543325,0.120669483,0.108026625,13,4,9,10.11481919,9.273516323,0,0,Ki67,\\sag-granule\alina\1 NSC Ca activity\2-photon\1 Descriptive_sources\4i data\2021_09_13\20210913_13_54_31_GFAP_GCaMP6f_P2_mcherry_slice1_P\20210913_14_04_45_GFAP_GCaMP6f_P2_mcherry_slice1\processed\cell1.xls
0.62658,5.173179,3.398823555,3.86122148,2.62,13.1,9.17,3.93,0.338823557,8.197636836,1.322129398,0,0,9,3,7,3.73381909,3.73381909,0,0,Ki67,\\sag-granule\alina\1 NSC Ca activity\2-photon\1 Descriptive_sources\4i data\2021_09_13\20210913_13_54_31_GFAP_GCaMP6f_P2_mcherry_slice1_P\20210913_14_04_45_GFAP_GCaMP6f_P2_mcherry_slice1\processed\cell1.xls
0.532593,2.304009,0.793164055,3.858932787,3.93,9.17,2.62,6.55,0.363783151,12.20834901,3.297966528,0,0,2,1,6,9.394348993,9.394348993,0,0,Ki67,\\sag-granule\alina\1 NSC Ca activity\2-photon\1 Descriptive_sources\4i data\2021_09_13\20210913_13_54_31_GFAP_GCaMP6f_P2_mcherry_slice1_P\20210913_14_04_45_GFAP_GCaMP6f_P2_mcherry_slice1\processed\cell1.xls
0.469935,2.140107,0.775574139,2.029535354,2.62,11.79,6.55,5.24,0.400784314,6.183886873,2.396574491,0.094821429,0.039333333,3,1,10,4.536865989,4.536865989,0.014159562,0.050537867,Ki67,\\sag-granule\alina\1 NSC Ca activity\2-photon\1 Descriptive_sources\4i data\2021_09_13\20210913_13_54_31_GFAP_GCaMP6f_P2_mcherry_slice1_P\20210913_14_04_45_GFAP_GCaMP6f_P2_mcherry_slice1\processed\cell1.xls
0.877212,4.593504,1.914140312,4.391198649,2.62,11.79,7.86,3.93,0.358263284,13.38863097,2.500376276,0.0472,0.29736,6,2,7,11.43794585,11.26421102,0.005545233,0.177996542,Ki67,\\sag-granule\alina\1 NSC Ca activity\2-photon\1 Descriptive_sources\4i data\2021_09_13\20210913_13_54_31_GFAP_GCaMP6f_P2_mcherry_slice1_P\20210913_14_04_45_GFAP_GCaMP6f_P2_mcherry_slice1\processed\cell1.xls
0.438606,2.519241,1.151476288,3.2793793,2.62,27.51,14.41,13.1,0.478151262,14.61809449,9.229257488,0,0,7,3,7,12.83417525,12.7464581,0,0,Ki67,\\sag-granule\alina\1 NSC Ca activity\2-photon\1 Descriptive_sources\4i data\2021_09_13\20210913_13_54_31_GFAP_GCaMP6f_P2_mcherry_slice1_P\20210913_14_04_45_GFAP_GCaMP6f_P2_mcherry_slice1\processed\cell1.xls
1.002528,5.455671,2.362598752,2.429118015,2.62,6.55,3.93,2.62,0.688235343,5.425958977,0.513143499,0.075857143,0.030342857,3,1,14,1.709373439,0.791568064,0,0,Ki67,\\sag-granule\alina\1 NSC Ca activity\2-photon\1 Descriptive_sources\4i data\2021_09_13\20210913_13_54_31_GFAP_GCaMP6f_P2_mcherry_slice1_P\20210913_14_04_45_GFAP_GCaMP6f_P2_mcherry_slice1\processed\cell1.xls
0.814554,3.728328,1.357995967,2.818310199,3.93,7.86,1.31,5.24,0.213876307,7.396595848,1.42656536,0,0,4,2,10,12.67127164,12.67127164,0,0,Ki67,\\sag-granule\alina\1 NSC Ca activity\2-photon\1 Descriptive_sources\4i data\2021_09_13\20210913_13_54_31_GFAP_GCaMP6f_P2_mcherry_slice1_P\20210913_14_04_45_GFAP_GCaMP6f_P2_mcherry_slice1\processed\cell1.xls
0.407277,2.270379,1.007156531,2.402010113,5.24,10.48,7.86,2.62,0.500754178,8.286019424,1.133475832,0,0,6,1,9,7.434,7.434,0,0,Ki67,\\sag-granule\alina\1 NSC Ca activity\2-photon\1 Descriptive_sources\4i data\2021_09_13\20210913_13_54_31_GFAP_GCaMP6f_P2_mcherry_slice1_P\20210913_14_04_45_GFAP_GCaMP6f_P2_mcherry_slice1\processed\cell1.xls
0.438606,2.751996,1.374077297,3.840079015,3.93,7.86,3.93,3.93,0.302240908,10.89560997,1.354824626,0,0,2,2,10,8.320882766,8.320882766,0,0,Ki67,\\sag-granule\alina\1 NSC Ca activity\2-photon\1 Descriptive_sources\4i data\2021_09_13\20210913_13_54_31_GFAP_GCaMP6f_P2_mcherry_slice1_P\20210913_14_04_45_GFAP_GCaMP6f_P2_mcherry_slice1\processed\cell1.xls
0.595251,3.63027,1.761845639,6.212950692,5.24,13.1,9.17,3.93,0.888132155,25.5092888,1.164735119,0.299635714,0,6,2,9,11.55382765,11.48455876,0.005800827,0.026040409,Ki67,\\sag-granule\alina\1 NSC Ca activity\2-photon\1 Descriptive_sources\4i data\2021_09_13\20210913_13_54_31_GFAP_GCaMP6f_P2_mcherry_slice1_P\20210913_14_04_45_GFAP_GCaMP6f_P2_mcherry_slice1\processed\cell1.xls
0.501264,2.686152,1.145472821,5.552491956,2.62,5.24,1.31,3.93,0.162499994,6.851903292,1.144592106,0,0,12,6,7,8.512577577,8.512577577,0,0,Ki67,\\sag-granule\alina\1 NSC Ca activity\2-photon\1 Descriptive_sources\4i data\2021_09_13\20210913_13_54_31_GFAP_GCaMP6f_P2_mcherry_slice1_P\20210913_14_04_45_GFAP_GCaMP6f_P2_mcherry_slice1\processed\cell1.xls
63.879831,92.048496,10.55503727,5.4442881,3.93,7.86,2.62,5.24,0.74136728,14.86644723,2.508021934,8.997914593,6.505384617,60,2,5,1.267133927,0,19.53585586,1.319765454,EGFR,\\sag-granule\alina\1 NSC Ca activity\2-photon\1 Descriptive_sources\4i data\2021_09_13\20210913_13_54_31_GFAP_GCaMP6f_P2_mcherry_slice1_P\20210913_14_04_45_GFAP_GCaMP6f_P2_mcherry_slice1\processed\cell1.xls
17.418924,37.04079,6.268004405,4.797149716,3.93,11.79,1.31,10.48,1.241225958,17.73017894,4.813388556,0.119141995,0.323449579,37,4,6,4.187574505,2.655,0.703132397,0.229978629,EGFR,\\sag-granule\alina\1 NSC Ca activity\2-photon\1 Descriptive_sources\4i data\2021_09_13\20210913_13_54_31_GFAP_GCaMP6f_P2_mcherry_slice1_P\20210913_14_04_45_GFAP_GCaMP6f_P2_mcherry_slice1\processed\cell1.xls
16.948989,42.32955,8.412665892,6.126018581,3.93,6.55,2.62,3.93,0.558435857,14.61699649,2.313868202,0,0,13,1,10,8.025735107,8.025735107,0,0,EGFR,\\sag-granule\alina\1 NSC Ca activity\2-photon\1 Descriptive_sources\4i data\2021_09_13\20210913_13_54_31_GFAP_GCaMP6f_P2_mcherry_slice1_P\20210913_14_04_45_GFAP_GCaMP6f_P2_mcherry_slice1\processed\cell1.xls
8.646804,19.382562,3.457457775,3.787003627,9.17,9.17,3.93,5.24,0.836374044,16.07325346,3.205231048,0.025095184,0.098561793,23,4,7,7.469735537,7.469735537,0.031107025,0,EGFR,\\sag-granule\alina\1 NSC Ca activity\2-photon\1 Descriptive_sources\4i data\2021_09_13\20210913_13_54_31_GFAP_GCaMP6f_P2_mcherry_slice1_P\20210913_14_04_45_GFAP_GCaMP6f_P2_mcherry_slice1\processed\cell1.xls
4.448718,14.910657,3.976937985,2.768183664,3.93,37.99,2.62,35.37,2.38646841,40.98418587,70.98171012,1.483893642,0.676064534,13,3,13,4.157869538,2.678496033,0.011090466,0.022180932,EGFR,\\sag-granule\alina\1 NSC Ca activity\2-photon\1 Descriptive_sources\4i data\2021_09_13\20210913_13_54_31_GFAP_GCaMP6f_P2_mcherry_slice1_P\20210913_14_04_45_GFAP_GCaMP6f_P2_mcherry_slice1\processed\cell1.xls
2.537649,12.966666,5.272483544,3.288404635,3.93,27.51,11.79,15.72,1.158993125,20.11933786,4.46058033,0.932352479,0.664760565,13,3,7,3.508655779,3.367654674,0.205173621,0.16635699,EGFR,\\sag-granule\alina\1 NSC Ca activity\2-photon\1 Descriptive_sources\4i data\2021_09_13\20210913_13_54_31_GFAP_GCaMP6f_P2_mcherry_slice1_P\20210913_14_04_45_GFAP_GCaMP6f_P2_mcherry_slice1\processed\cell1.xls
9.868635,30.427185,7.465460459,4.005557312,3.93,10.48,2.62,7.86,0.702359319,11.04368271,2.528552243,1.210278838,1.237965079,26,6,10,7.27135513,7.126311037,0.033271398,0,EGFR,\\sag-granule\alina\1 NSC Ca activity\2-photon\1 Descriptive_sources\4i data\2021_09_13\20210913_13_54_31_GFAP_GCaMP6f_P2_mcherry_slice1_P\20210913_14_04_45_GFAP_GCaMP6f_P2_mcherry_slice1\processed\cell1.xls
2.067714,11.294901,4.909808179,4.34797582,6.55,18.34,11.79,6.55,0.644266248,14.84122918,3.478207123,2.677903727,0,19,3,9,7.774062757,7.172323055,0,0,EGFR,\\sag-granule\alina\1 NSC Ca activity\2-photon\1 Descriptive_sources\4i data\2021_09_13\20210913_13_54_31_GFAP_GCaMP6f_P2_mcherry_slice1_P\20210913_14_04_45_GFAP_GCaMP6f_P2_mcherry_slice1\processed\cell1.xls
5.63922,26.029797,9.561205673,4.004169774,2.62,6.55,2.62,3.93,0.30793035,7.363715866,1.402762773,0,0.701275909,9,3,7,1.666394527,1.631859369,0,0,EGFR,\\sag-granule\alina\1 NSC Ca activity\2-photon\1 Descriptive_sources\4i data\2021_09_13\20210913_13_54_31_GFAP_GCaMP6f_P2_mcherry_slice1_P\20210913_14_04_45_GFAP_GCaMP6f_P2_mcherry_slice1\processed\cell1.xls
4.07277,12.122022,2.871113668,3.76131458,2.62,6.55,3.93,2.62,0.310588241,5.731325494,0.72230783,0.022134876,0,9,5,13,5.487,5.487,0.005545233,0.005545233,EGFR,\\sag-granule\alina\1 NSC Ca activity\2-photon\1 Descriptive_sources\4i data\2021_09_13\20210913_13_54_31_GFAP_GCaMP6f_P2_mcherry_slice1_P\20210913_14_04_45_GFAP_GCaMP6f_P2_mcherry_slice1\processed\cell1.xls
4.887324,20.339778,6.736144919,3.825465984,2.62,3.93,1.31,2.62,0.453821093,11.27082619,1.118242453,0.832374333,0.077189349,9,4,7,4.394472868,4.371577518,0.00997631,0.294954292,EGFR,\\sag-granule\alina\1 NSC Ca activity\2-photon\1 Descriptive_sources\4i data\2021_09_13\20210913_13_54_31_GFAP_GCaMP6f_P2_mcherry_slice1_P\20210913_14_04_45_GFAP_GCaMP6f_P2_mcherry_slice1\processed\cell1.xls
3.853467,17.107758,6.044003238,2.041693502,5.24,32.75,14.41,18.34,0.965247929,11.87475925,9.591680539,3.143645739,0.291254093,23,4,14,9.071806161,7.741600416,0.099814194,0.665408561,EGFR,\\sag-granule\alina\1 NSC Ca activity\2-photon\1 Descriptive_sources\4i data\2021_09_13\20210913_13_54_31_GFAP_GCaMP6f_P2_mcherry_slice1_P\20210913_14_04_45_GFAP_GCaMP6f_P2_mcherry_slice1\processed\cell1.xls
2.349675,14.058579,6.693683772,2.753076591,5.24,11.79,7.86,3.93,0.552104592,10.24792578,1.065493345,1.277333833,0.070369798,17,5,8,4.142207473,3.894,0,0,EGFR,\\sag-granule\alina\1 NSC Ca activity\2-photon\1 Descriptive_sources\4i data\2021_09_13\20210913_13_54_31_GFAP_GCaMP6f_P2_mcherry_slice1_P\20210913_14_04_45_GFAP_GCaMP6f_P2_mcherry_slice1\processed\cell1.xls
2.19303,8.905932,2.878089618,3.432951125,2.62,5.24,1.31,3.93,0.319551826,5.275372901,1.525597503,0,0,6,5,6,6.903,6.903,0,0,EGFR,\\sag-granule\alina\1 NSC Ca activity\2-photon\1 Descriptive_sources\4i data\2021_09_13\20210913_13_54_31_GFAP_GCaMP6f_P2_mcherry_slice1_P\20210913_14_04_45_GFAP_GCaMP6f_P2_mcherry_slice1\processed\cell1.xls
0.532593,2.719782,1.105255977,7.290668436,2.62,7.86,2.62,5.24,0.34209919,15.51226925,1.373435158,0.0177,0.0177,12,6,7,8.942022588,8.865915689,0,0,EGFR,\\sag-granule\alina\1 NSC Ca activity\2-photon\1 Descriptive_sources\4i data\2021_09_13\20210913_13_54_31_GFAP_GCaMP6f_P2_mcherry_slice1_P\20210913_14_04_45_GFAP_GCaMP6f_P2_mcherry_slice1\processed\cell1.xls
1.87974,6.268101,1.663276013,2.949986623,2.62,3.93,1.31,2.62,0.219934627,3.697394685,0.84817202,0,0,6,4,7,6.903,6.903,0,0,EGFR,\\sag-granule\alina\1 NSC Ca activity\2-photon\1 Descriptive_sources\4i data\2021_09_13\20210913_13_54_31_GFAP_GCaMP6f_P2_mcherry_slice1_P\20210913_14_04_45_GFAP_GCaMP6f_P2_mcherry_slice1\processed\cell1.xls
1.190502,5.455671,1.989556844,3.390566342,5.24,13.1,3.93,7.86,0.437254965,12.27483349,4.892632337,0.033050216,0,3,1,6,6.77473136,6.77473136,0,0,EGFR,\\sag-granule\alina\1 NSC Ca activity\2-photon\1 Descriptive_sources\4i data\2021_09_13\20210913_13_54_31_GFAP_GCaMP6f_P2_mcherry_slice1_P\20210913_14_04_45_GFAP_GCaMP6f_P2_mcherry_slice1\processed\cell1.xls
1.159173,7.712952,4.083975579,3.806522754,5.24,9.17,1.31,7.86,0.513513565,9.149590973,4.305560517,0,0,14,4,7,9.19037453,9.19037453,0,0,EGFR,\\sag-granule\alina\1 NSC Ca activity\2-photon\1 Descriptive_sources\4i data\2021_09_13\20210913_13_54_31_GFAP_GCaMP6f_P2_mcherry_slice1_P\20210913_14_04_45_GFAP_GCaMP6f_P2_mcherry_slice1\processed\cell1.xls
0.532593,3.000858,1.345505794,9.695169823,9.17,30.13,18.34,10.48,1.801614881,134.3876933,10.49692475,0.036242857,0.077542857,12,6,13,8.212430746,8.143923686,0.05545233,0.288352116,EGFR,\\sag-granule\alina\1 NSC Ca activity\2-photon\1 Descriptive_sources\4i data\2021_09_13\20210913_13_54_31_GFAP_GCaMP6f_P2_mcherry_slice1_P\20210913_14_04_45_GFAP_GCaMP6f_P2_mcherry_slice1\processed\cell1.xls
0.375948,3.082809,2.011664693,1.854976014,2.62,9.17,1.31,7.86,1.41307199,10.18631036,5.266043049,0,0,10,2,12,7.334295672,7.334295672,0,0,EGFR,\\sag-granule\alina\1 NSC Ca activity\2-photon\1 Descriptive_sources\4i data\2021_09_13\20210913_13_54_31_GFAP_GCaMP6f_P2_mcherry_slice1_P\20210913_14_04_45_GFAP_GCaMP6f_P2_mcherry_slice1\processed\cell1.xls
0.657909,3.997722,1.933078492,6.060237606,10.48,78.6,65.5,13.1,2.183567047,93.01266635,8.537543325,0.120669483,0.108026625,13,4,9,10.11481919,9.273516323,0,0,EGFR,\\sag-granule\alina\1 NSC Ca activity\2-photon\1 Descriptive_sources\4i data\2021_09_13\20210913_13_54_31_GFAP_GCaMP6f_P2_mcherry_slice1_P\20210913_14_04_45_GFAP_GCaMP6f_P2_mcherry_slice1\processed\cell1.xls
0.62658,5.173179,3.398823555,3.86122148,2.62,13.1,9.17,3.93,0.338823557,8.197636836,1.322129398,0,0,9,3,7,3.73381909,3.73381909,0,0,EGFR,\\sag-granule\alina\1 NSC Ca activity\2-photon\1 Descriptive_sources\4i data\2021_09_13\20210913_13_54_31_GFAP_GCaMP6f_P2_mcherry_slice1_P\20210913_14_04_45_GFAP_GCaMP6f_P2_mcherry_slice1\processed\cell1.xls
0.532593,2.304009,0.793164055,3.858932787,3.93,9.17,2.62,6.55,0.363783151,12.20834901,3.297966528,0,0,2,1,6,9.394348993,9.394348993,0,0,EGFR,\\sag-granule\alina\1 NSC Ca activity\2-photon\1 Descriptive_sources\4i data\2021_09_13\20210913_13_54_31_GFAP_GCaMP6f_P2_mcherry_slice1_P\20210913_14_04_45_GFAP_GCaMP6f_P2_mcherry_slice1\processed\cell1.xls
0.469935,2.140107,0.775574139,2.029535354,2.62,11.79,6.55,5.24,0.400784314,6.183886873,2.396574491,0.094821429,0.039333333,3,1,10,4.536865989,4.536865989,0.014159562,0.050537867,EGFR,\\sag-granule\alina\1 NSC Ca activity\2-photon\1 Descriptive_sources\4i data\2021_09_13\20210913_13_54_31_GFAP_GCaMP6f_P2_mcherry_slice1_P\20210913_14_04_45_GFAP_GCaMP6f_P2_mcherry_slice1\processed\cell1.xls
0.877212,4.593504,1.914140312,4.391198649,2.62,11.79,7.86,3.93,0.358263284,13.38863097,2.500376276,0.0472,0.29736,6,2,7,11.43794585,11.26421102,0.005545233,0.177996542,EGFR,\\sag-granule\alina\1 NSC Ca activity\2-photon\1 Descriptive_sources\4i data\2021_09_13\20210913_13_54_31_GFAP_GCaMP6f_P2_mcherry_slice1_P\20210913_14_04_45_GFAP_GCaMP6f_P2_mcherry_slice1\processed\cell1.xls
0.438606,2.519241,1.151476288,3.2793793,2.62,27.51,14.41,13.1,0.478151262,14.61809449,9.229257488,0,0,7,3,7,12.83417525,12.7464581,0,0,EGFR,\\sag-granule\alina\1 NSC Ca activity\2-photon\1 Descriptive_sources\4i data\2021_09_13\20210913_13_54_31_GFAP_GCaMP6f_P2_mcherry_slice1_P\20210913_14_04_45_GFAP_GCaMP6f_P2_mcherry_slice1\processed\cell1.xls
1.002528,5.455671,2.362598752,2.429118015,2.62,6.55,3.93,2.62,0.688235343,5.425958977,0.513143499,0.075857143,0.030342857,3,1,14,1.709373439,0.791568064,0,0,EGFR,\\sag-granule\alina\1 NSC Ca activity\2-photon\1 Descriptive_sources\4i data\2021_09_13\20210913_13_54_31_GFAP_GCaMP6f_P2_mcherry_slice1_P\20210913_14_04_45_GFAP_GCaMP6f_P2_mcherry_slice1\processed\cell1.xls
